5454,INDIA PRESTEGE4MM,,,5x4,5x4,5x4,1
5444,INDIA PRESTEGE4MM,,,4x4,4x4,4x4,1
5483,INDIA PRESTEGE4MM,,,8x3,8x3,8x3,1
5473,INDIA PRESTEGE4MM,,,7x3,7x3,7x3,1
5463,INDIA PRESTEGE4MM,,,6x3,6x3,6x3,1
5453,INDIA PRESTEGE4MM,,,5x3,5x3,5x3,1
5443,INDIA PRESTEGE4MM,,,4x3,4x3,4x3,1
5433,INDIA PRESTEGE4MM,,,3x3,3x3,3x3,1
5482,INDIA PRESTEGE4MM,,,8x2,8x2,8x2,1
5472,INDIA PRESTEGE4MM,,,7x2,7x2,7x2,1
5462,INDIA PRESTEGE4MM,,,6x2,6x2,6x2,1
5452,INDIA PRESTEGE4MM,,,5x2,5x2,5x2,1
5442,INDIA PRESTEGE4MM,,,4x2,4x2,4x2,1
5432,INDIA PRESTEGE4MM,,,3x2,3x2,3x2,1
5422,INDIA PRESTEGE4MM,,,2x2,2x2,2x2,1
61884,NANDINI  18MM,,,8x4,8x4,8x4,1
61874,NANDINI  18MM,,,7x4,7x4,7x4,1
61864,NANDINI  18MM,,,6x4,6x4,6x4,1
61854,NANDINI  18MM,,,5x4,5x4,5x4,1
61844,NANDINI  18MM,,,4x4,4x4,4x4,1
61883,NANDINI  18MM,,,8x3,8x3,8x3,1
61873,NANDINI  18MM,,,7x3,7x3,7x3,1
61863,NANDINI  18MM,,,6x3,6x3,6x3,1
61853,NANDINI  18MM,,,5x3,5x3,5x3,1
